run_id,strategy,provider,seed,manifest,rounds,labels,llm_calls,elapsed_s,pp_test_f1w_init,kp_test_f1w_init,dp_probe_f1w_init,pp_test_f1w_final,kp_test_f1w_final,dp_probe_f1w_final,pp_test_recall_phish_final
smallbench_drift_anchored_deepseek_v4_seed2025,drift_anchored,deepseek_v4,2025,unknown,12,235,235,705.5048970290009,0.5964694399256333,0.9806166750190745,0.5140962463610498,0.6745343165059557,0.9795039691291906,0.6752796535923453,0.4016393442622951
smallbench_drift_anchored_gpt_5_4_mini_seed2025,drift_anchored,gpt_5_4_mini,2025,unknown,12,214,215,199.81456951899963,0.5964694399256333,0.9806166750190745,0.5140962463610498,0.6353516924842226,0.9800591723746427,0.6501929516691466,0.3524590163934426
smallbench_drift_anchored_gpt_5_4_seed2025,drift_anchored,gpt_5_4,2025,unknown,12,214,218,727.8887483559993,0.5964694399256333,0.9806166750190745,0.5140962463610498,0.6353516924842226,0.9800591723746427,0.6651189556309357,0.3524590163934426
smallbench_drift_anchored_mistral_large_seed2025,drift_anchored,mistral_large,2025,unknown,12,215,217,633.0979128069994,0.5964694399256333,0.9806166750190745,0.5140962463610498,0.6707957289413078,0.9800616472799517,0.5639740444033141,0.4180327868852459
smallbench_pure_random_deepseek_v4_seed2025,pure_random,deepseek_v4,2025,smallbench_v1,10,250,250,694.053208751,0.5964694399256333,0.9806166750190745,0.5140962463610498,0.7009301045679692,0.9789513486176783,0.671535791141859,0.4672131147540984
smallbench_pure_random_gpt_5_4_mini_seed2025,pure_random,gpt_5_4_mini,2025,smallbench_v1,10,250,250,217.327132828,0.5964694399256333,0.9806166750190745,0.5140962463610498,0.7336162915326901,0.9795039691291906,0.6681825571991462,0.5163934426229508
smallbench_pure_random_gpt_5_4_seed2025,pure_random,gpt_5_4,2025,smallbench_v1,10,248,250,623.763813971,0.5964694399256333,0.9806166750190745,0.5140962463610498,0.7009301045679692,0.9795065388336702,0.6825695690346222,0.4672131147540984
smallbench_pure_random_mistral_large_seed2025,pure_random,mistral_large,2025,smallbench_v1,10,248,250,361.72990794400005,0.5964694399256333,0.9806166750190745,0.5140962463610498,0.7167030402014325,0.9789539610177269,0.6241540351365132,0.5
