run_id,seed,n,n_phish,n_benign,final_round,f1_weighted_point,f1_weighted_ci_lo,f1_weighted_ci_hi,f1_weighted_ci_half,f1_phish_point,f1_phish_ci_lo,f1_phish_ci_hi,f1_phish_ci_half,precision_phish_point,precision_phish_ci_lo,precision_phish_ci_hi,precision_phish_ci_half,recall_phish_point,recall_phish_ci_lo,recall_phish_ci_hi,recall_phish_ci_half,precision_benign_point,precision_benign_ci_lo,precision_benign_ci_hi,precision_benign_ci_half,recall_benign_point,recall_benign_ci_lo,recall_benign_ci_hi,recall_benign_ci_half,accuracy_point,accuracy_ci_lo,accuracy_ci_hi,accuracy_ci_half,auc_point,auc_ci_lo,auc_ci_hi,auc_ci_half
margin_B_seed2025,2025,956,467,489,25,0.7771173348836068,0.7510223358143109,0.8025408328055116,0.02575924849560035,0.7299077733860343,0.6937614739050616,0.7646351011246526,0.0354368136097955,0.9486301369863014,0.9219303609701754,0.9722246251441753,0.025147132086999924,0.5931477516059958,0.5481798715203426,0.6381156316916489,0.04496788008565311,0.713855421686747,0.6919706399895724,0.7375019409937889,0.022765650502108215,0.9693251533742331,0.9529652351738241,0.983640081799591,0.015337423312883403,0.7855648535564853,0.7625261506276151,0.8085774058577406,0.02302562761506277,0.929953626463131,0.9132126263886883,0.9452655421412401,0.016026457876275935
margin_B_seed2026,2026,956,467,489,25,0.7601905973024495,0.7332117662393692,0.7859976344625427,0.02639293411158672,0.7052489905787349,0.6666666666666666,0.741227427595033,0.037280380464183194,0.9492753623188406,0.9228002223869533,0.9740764657646577,0.02563812168885221,0.5610278372591007,0.5160599571734475,0.6038543897216274,0.043897216274089934,0.6985294117647058,0.6771428571428572,0.7205454786559351,0.021701310756538972,0.9713701431492843,0.9550102249488752,0.9856850715746421,0.015337423312883458,0.7709205020920502,0.7468619246861925,0.7939330543933054,0.023535564853556457,0.9346479070602506,0.9186811129648849,0.9500621817019396,0.015690534368527354
margin_B_seed2027,2027,956,467,489,25,0.774749902573894,0.7494675248255269,0.800619522886903,0.025575999030688024,0.726552179656539,0.6903113692982976,0.7619047619047619,0.03579669630323212,0.9482758620689655,0.9238045634920635,0.972318339100346,0.02425688780414126,0.588865096359743,0.5460385438972163,0.6338329764453962,0.043897216274089934,0.7117117117117117,0.6902628877366704,0.7352941176470589,0.02251561495519422,0.9693251533742331,0.9529652351738241,0.983640081799591,0.015337423312883403,0.7834728033472803,0.7614801255230126,0.8065115062761504,0.02251569037656892,0.9218305942731527,0.9046326462693167,0.9382855366237086,0.016826445177195948
margin_B_seed2028,2028,956,467,489,25,0.7757289763229193,0.7489727259023363,0.8005328088942033,0.025780041495933492,0.7248322147651006,0.6875680481723668,0.7592634734864904,0.03584771265706177,0.9712230215827338,0.9494539057186208,0.989209600061886,0.0198778471716326,0.5781584582441114,0.5331905781584583,0.6231263383297645,0.04496788008565311,0.7094395280235988,0.6879412126429714,0.7320088643679447,0.022033825862486645,0.983640081799591,0.9713701431492843,0.9938650306748467,0.011247443762781195,0.7855648535564853,0.7625523012552301,0.8075313807531381,0.022489539748954013,0.9476929274882533,0.9339809864119845,0.9599589250447751,0.012988969316395316
margin_B_seed2029,2029,956,467,489,25,0.8059357588757179,0.7792084839590133,0.8313796234816202,0.02608556976130344,0.7692307692307693,0.7339407011361565,0.8025161213279198,0.03428771009588166,0.9584664536741214,0.9364511215729715,0.9785932721712538,0.02107107529914115,0.6423982869379015,0.5952890792291221,0.6873661670235546,0.04603854389721623,0.7402799377916018,0.716435329822369,0.7660256410256411,0.024795155601636032,0.9734151329243353,0.9591002044989775,0.9856850715746421,0.013292433537832327,0.8117154811715481,0.7876569037656904,0.8357740585774058,0.024058577405857706,0.9236303604349216,0.9065784518507816,0.9406632203991014,0.01704238427415994
