strategy,arm,slice,metric,n_seeds,n_bootstraps_total,mean_of_points,std_across_seeds,pooled_mean,pooled_ci_lo,pooled_ci_hi,pooled_ci_half
margin,adversarial_p2b,kp_test,auc,3,6000,0.9979166253298676,0.0005128276005391676,0.9979143228701628,0.9961358050258934,0.9990426397349154,0.0014534173545109885
margin,adversarial_p2b,dp_probe,f1_weighted,3,6000,0.6209799771746007,0.06575394947871004,0.6210648336707114,0.536823543999441,0.6701983683876789,0.06668741219411894
margin,adversarial_p2b,dp_probe,recall_phish,3,6000,0.9289164941338854,0.030714711955105084,0.928895790200138,0.8923395445134575,0.9720496894409938,0.039855072463768126
margin,adversarial_p2b,dp_probe,recall_benign,3,6000,0.5031746031746032,0.08221573437735138,0.5033051282051282,0.3994505494505495,0.5657509157509157,0.08315018315018313
margin,adversarial_p2b,dp_probe,precision_phish,3,6000,0.2506265386007962,0.02330232707561407,0.2506969274961579,0.2205322288395662,0.2708782742681048,0.0251730227142693
margin,adversarial_p2b,dp_probe,precision_benign,3,6000,0.9764221906328038,0.0071905564582980756,0.9764270716815269,0.9666024405908799,0.9881008589230651,0.010749209166092621
margin,adversarial_p2b,dp_probe,accuracy,3,6000,0.5671750181554103,0.06527723200642298,0.5672828094200644,0.48412698412698413,0.6171802054154996,0.06652661064425772
margin,adversarial_p2b,dp_probe,auc,3,6000,0.8782815987784932,0.004576306333327454,0.8783113549321624,0.8636608375234152,0.8920979275210642,0.014218544998824523
margin,clean_gt,pp_test,f1_weighted,3,6000,0.8790892612072044,0.005792741287250017,0.8789594119603364,0.8560261753645356,0.9015549571795001,0.022764390907482224
margin,clean_gt,pp_test,recall_phish,3,6000,0.8386866523911491,0.00752009546955936,0.8387466095645968,0.8029978586723768,0.8736616702355461,0.03533190578158463
margin,clean_gt,pp_test,recall_benign,3,6000,0.9182004089979549,0.004089979550102207,0.9179175187457396,0.8916155419222904,0.9427402862985685,0.02556237218813906
margin,clean_gt,pp_test,precision_phish,3,6000,0.907324391186754,0.004957822982609643,0.9071843994846448,0.8806306306306306,0.9336387150650167,0.026504042217193047
margin,clean_gt,pp_test,precision_benign,3,6000,0.8563376036412986,0.006278372419857954,0.8565223816407451,0.8289461176706023,0.8847674056801823,0.027910644004789986
margin,clean_gt,pp_test,accuracy,3,6000,0.8793584379358438,0.005761057057830643,0.8792430264993026,0.856694560669456,0.9016736401673641,0.022489539748954013
margin,clean_gt,pp_test,auc,3,6000,0.9404194199585746,0.0037484104152675727,0.94030446847052,0.9233184666517781,0.9559167859942285,0.016299159671225194
margin,clean_gt,kp_test,f1_weighted,3,6000,0.9789591832601694,0.002535219145295094,0.9789636018873287,0.9706617885903905,0.9867044311733552,0.008021321291482308
margin,clean_gt,kp_test,recall_phish,3,6000,0.9764851485148514,0.0021436272370901964,0.976428011551155,0.9653465346534653,0.9863861386138614,0.01051980198019803
margin,clean_gt,kp_test,recall_benign,3,6000,0.9809619238476954,0.003471043702542844,0.9810168670674683,0.9709418837675351,0.9899799599198397,0.009519038076152286
margin,clean_gt,kp_test,precision_phish,3,6000,0.9764941341803265,0.004219831420318097,0.9765857930288088,0.9642857142857143,0.9875930521091811,0.011653668911733417
margin,clean_gt,kp_test,precision_benign,3,6000,0.9809618151961129,0.0017362744585353801,0.9809352057552414,0.9719157472417251,0.9889336016096579,0.008508927183966397
margin,clean_gt,kp_test,accuracy,3,6000,0.9789590254706534,0.0025374173283255336,0.9789638242894056,0.9706533776301218,0.9867109634551495,0.008028792912513849
margin,clean_gt,kp_test,auc,3,6000,0.9974900295640787,0.0006450829662099562,0.9974853981891175,0.9953483080021429,0.9988628246592195,0.0017572583285382914
margin,clean_gt,dp_probe,f1_weighted,3,6000,0.35321316300593053,0.02151818965380586,0.353240406478906,0.32059457549633447,0.3826384388612991,0.031021931682482323
margin,clean_gt,dp_probe,recall_phish,3,6000,0.9824016563146998,0.0010351966873706209,0.9824570393374743,0.9730848861283644,0.9906832298136646,0.008799171842650111
