run_id,strategy,oracle,cumulative_llm_calls,cumulative_labels,pp_f1w
drift_anchored_llm_periodic_shuffle_B,drift_anchored,llm,350,350,0.76782013306656
drift_anchored_llm_periodic_shuffle_B,drift_anchored,llm,400,400,0.7682209142427026
drift_anchored_llm_periodic_shuffle_B,drift_anchored,llm,450,450,0.7735638790205831
drift_anchored_llm_periodic_shuffle_B,drift_anchored,llm,500,500,0.7711871658221429
drift_anchored_llm_periodic_shuffle_B,drift_anchored,llm,550,550,0.7769262320176245
drift_anchored_llm_periodic_shuffle_B,drift_anchored,llm,600,600,0.7755455055207688
drift_anchored_llm_periodic_shuffle_B,drift_anchored,llm,650,650,0.7800956902026815
drift_anchored_llm_periodic_shuffle_B,drift_anchored,llm,700,700,0.7824605674322305
drift_anchored_llm_periodic_shuffle_B,drift_anchored,llm,750,750,0.7871722347240705
drift_anchored_llm_periodic_shuffle_B,drift_anchored,llm,800,800,0.7873492807525504
drift_anchored_llm_periodic_shuffle_B,drift_anchored,llm,850,850,0.7900315974904342
drift_anchored_llm_periodic_shuffle_B,drift_anchored,llm,900,900,0.7911969535221411
drift_anchored_llm_periodic_shuffle_B,drift_anchored,llm,950,950,0.7923609074717057
drift_anchored_llm_periodic_shuffle_B,drift_anchored,llm,1000,1000,0.7958444536007871
drift_anchored_llm_periodic_shuffle_B,drift_anchored,llm,1050,1050,0.7970028958203346
drift_anchored_llm_periodic_shuffle_B,drift_anchored,llm,1100,1100,0.7970028958203346
drift_anchored_llm_periodic_shuffle_B,drift_anchored,llm,1150,1150,0.7958444536007871
drift_anchored_llm_periodic_shuffle_B,drift_anchored,llm,1200,1200,0.7911969535221411
drift_anchored_llm_periodic_shuffle_B,drift_anchored,llm,1250,1250,0.7923609074717057
drift_anchored_llm_periodic_temporal,drift_anchored,llm,50,50,0.624261529542696
drift_anchored_llm_periodic_temporal,drift_anchored,llm,100,100,0.6285457398980647
drift_anchored_llm_periodic_temporal,drift_anchored,llm,150,149,0.624261529542696
drift_anchored_llm_periodic_temporal,drift_anchored,llm,200,199,0.628195871932178
drift_anchored_llm_periodic_temporal,drift_anchored,llm,250,249,0.6294517390554951
drift_anchored_llm_periodic_temporal,drift_anchored,llm,300,296,0.6315903136996431
drift_anchored_llm_periodic_temporal,drift_anchored,llm,350,346,0.648915606623264
drift_anchored_llm_periodic_temporal,drift_anchored,llm,400,396,0.6351550024049334
drift_anchored_llm_periodic_temporal,drift_anchored,llm,450,445,0.6308456844329361
drift_anchored_llm_periodic_temporal,drift_anchored,llm,500,494,0.6604551593371171
drift_anchored_llm_periodic_temporal,drift_anchored,llm,550,544,0.6758980331758987
drift_anchored_llm_periodic_temporal,drift_anchored,llm,600,594,0.6896323602251556
drift_anchored_llm_periodic_temporal,drift_anchored,llm,650,644,0.7003395196169591
drift_anchored_llm_periodic_temporal,drift_anchored,llm,700,694,0.710733665416583
drift_anchored_llm_periodic_temporal,drift_anchored,llm,750,743,0.7298483521223704
drift_anchored_llm_periodic_temporal,drift_anchored,llm,800,793,0.733615687081417
drift_anchored_llm_periodic_temporal,drift_anchored,llm,850,842,0.733615687081417
drift_anchored_llm_periodic_temporal,drift_anchored,llm,900,891,0.7448124484250034
drift_anchored_llm_periodic_temporal,drift_anchored,llm,950,941,0.7595077283073074
drift_anchored_llm_periodic_temporal,drift_anchored,llm,1000,991,0.7679636592173779
drift_anchored_llm_periodic_temporal,drift_anchored,llm,1050,1041,0.7691649463616387
drift_anchored_llm_periodic_temporal,drift_anchored,llm,1100,1091,0.7691649463616387
drift_anchored_llm_periodic_temporal,drift_anchored,llm,1150,1141,0.7669769363745452
drift_anchored_llm_periodic_temporal,drift_anchored,llm,1200,1190,0.7705739799654965
drift_anchored_llm_periodic_temporal,drift_anchored,llm,1250,1240,0.7729639034320187
drift_anchored_llm_periodic_temporal_B,drift_anchored,llm,50,50,0.624261529542696
drift_anchored_llm_periodic_temporal_B,drift_anchored,llm,100,100,0.6285457398980647
drift_anchored_llm_periodic_temporal_B,drift_anchored,llm,150,149,0.624261529542696
drift_anchored_llm_periodic_temporal_B,drift_anchored,llm,200,199,0.6362103085106234
drift_anchored_llm_periodic_temporal_B,drift_anchored,llm,250,249,0.637910519252179
drift_anchored_llm_periodic_temporal_B,drift_anchored,llm,300,299,0.6344376712877267
drift_anchored_llm_periodic_temporal_B,drift_anchored,llm,350,349,0.6498207928405538
drift_anchored_llm_periodic_temporal_B,drift_anchored,llm,400,399,0.6442042936228833
