strategy,arm_a,arm_b,slice,metric,n_paired_bootstraps,mean_diff_a_minus_b,p_two_sided,ci95_lo,ci95_hi
drift_anchored,clean_gt,random_flip,pp_test,recall_benign,6000,0.05776755282890252,0.0,0.020449897750511314,0.10429447852760731
drift_anchored,clean_gt,random_flip,pp_test,precision_phish,6000,0.09355367409732863,0.0,0.05285565801313742,0.13168614149627034
drift_anchored,clean_gt,random_flip,pp_test,precision_benign,6000,0.14196307613594072,0.0,0.09784689156073603,0.20450691469697888
drift_anchored,clean_gt,random_flip,pp_test,accuracy,6000,0.12644194560669458,0.0,0.08472803347280333,0.17785041841004157
drift_anchored,clean_gt,random_flip,pp_test,auc,6000,0.18436216024487329,0.0,0.11859616049885498,0.298529643593752
drift_anchored,clean_gt,random_flip,kp_test,f1_weighted,6000,-0.002384629218324502,0.36733333333333335,-0.007220249920425065,0.0022211375067246104
drift_anchored,clean_gt,random_flip,kp_test,recall_phish,6000,-0.00043502475247524797,0.684,-0.006188118811881194,0.004950495049504955
drift_anchored,clean_gt,random_flip,kp_test,recall_benign,6000,-0.0039699398797595235,0.211,-0.01102204408817642,0.0030060120240481547
drift_anchored,clean_gt,random_flip,kp_test,precision_phish,6000,-0.004836459777126239,0.25833333333333336,-0.013499993778510314,0.003681000902597452
drift_anchored,clean_gt,random_flip,kp_test,precision_benign,6000,-0.0004209647606662974,0.7326666666666667,-0.0049504246962213784,0.003894352610214183
drift_anchored,clean_gt,random_flip,kp_test,accuracy,6000,-0.0023884274640088594,0.29533333333333334,-0.007212070874861601,0.0022148394241418012
drift_anchored,clean_gt,random_flip,kp_test,auc,6000,-0.0007220313151054585,0.052,-0.001920952052620098,7.440623821855508e-06
drift_anchored,clean_gt,random_flip,dp_probe,f1_weighted,6000,-0.012077017363565049,0.6666666666666666,-0.10816648869647034,0.13657925813865082
drift_anchored,clean_gt,random_flip,dp_probe,recall_phish,6000,0.0017365424430641815,0.7586666666666667,-0.006211180124223614,0.012422360248447228
drift_anchored,clean_gt,random_flip,dp_probe,recall_benign,6000,-0.013408333333333336,0.6666666666666666,-0.09084249084249083,0.10293040293040293
drift_anchored,clean_gt,random_flip,dp_probe,precision_phish,6000,-0.002887079658723755,0.6666666666666666,-0.016228306835424002,0.01692748715912395
drift_anchored,clean_gt,random_flip,dp_probe,precision_benign,6000,0.0019027336439282573,0.937,-0.0073322761407864255,0.015935870564784127
drift_anchored,clean_gt,random_flip,dp_probe,accuracy,6000,-0.011131652661064426,0.6666666666666666,-0.07609710550887022,0.08714596949891065
drift_anchored,clean_gt,random_flip,dp_probe,auc,6000,0.08120860843780098,0.0,0.06583718214153009,0.10098971723583532
drift_anchored,llm,random_flip,pp_test,f1_weighted,6000,0.04325025887665774,0.25333333333333335,-0.014527433176839258,0.1166399952895096
drift_anchored,llm,random_flip,pp_test,recall_phish,6000,-0.03346359743040685,0.6646666666666666,-0.12633832976445392,0.1134903640256959
drift_anchored,llm,random_flip,pp_test,recall_benign,6000,0.1241567825494206,0.0,0.08179959100204492,0.1820040899795501
drift_anchored,llm,random_flip,pp_test,precision_phish,6000,0.15191612859389603,0.0,0.09587030405606464,0.20422994822909474
drift_anchored,llm,random_flip,pp_test,precision_benign,6000,0.007491936459801121,0.7886666666666666,-0.046157856434508336,0.083929489371806
drift_anchored,llm,random_flip,pp_test,accuracy,6000,0.04716021617852162,0.11933333333333333,-0.008368200836819994,0.11401673640167365
drift_anchored,llm,random_flip,pp_test,auc,6000,0.17820743509237483,0.0,0.1122365488279624,0.29426494221918603
drift_anchored,llm,random_flip,kp_test,f1_weighted,6000,-0.0013180881926552423,0.482,-0.005541635972039383,0.0033203928721742327
drift_anchored,llm,random_flip,kp_test,recall_phish,6000,-0.0024969059405940616,0.27,-0.00990099009900991,0.0024752475247524774
drift_anchored,llm,random_flip,kp_test,recall_benign,6000,-0.00035855043420173713,0.7713333333333333,-0.007014028056112287,0.007014028056112176
