model,n_total,n_with_gt,accuracy,n_phish_llm,n_benign_llm,accuracy_phish,accuracy_benign,mean_confidence,mean_trust,mean_t1,mean_t2,mean_t3,mean_indicators_found,mean_indicators_not_found,mean_hallucination_rate,frac_samples_with_any_hallucination,global_verify_rate,global_contradict_rate,global_unverifiable_rate,trust_correctness_pearson,acc_bucket_very_low,n_bucket_very_low,acc_bucket_low,n_bucket_low,acc_bucket_mid,n_bucket_mid,acc_bucket_high,n_bucket_high,acc_bucket_very_high,n_bucket_very_high
Llama-3.3-70B,323,323,0.8637770897832817,22,301,1.0,0.8538205980066446,0.9152012383900929,0.8047876684718792,0.9152012383900929,0.5684816860126457,0.8297213622291022,4.238390092879257,5.130030959752322,0.12007293532061335,0.4582043343653251,0.5129284425736621,0.11725796752856284,0.36981358989777513,0.38470946492580205,,0,0.5517241379310345,58,0.95,20,0.9734513274336283,113,0.8939393939393939,132
Llama-3.3-70B (nomonitor),276,276,0.8405797101449275,14,262,1.0,0.8320610687022901,0.9197826086956522,0.8294933237052803,0.9197826086956522,0.5692639787748484,0.876449275362319,4.2644927536231885,5.090579710144928,0.12356357410705235,0.4601449275362319,0.5256410256410257,0.11823361823361823,0.3561253561253561,0.2886957716344161,0.0,1,0.5277777777777778,36,1.0,10,0.9537037037037037,108,0.8264462809917356,121
DeepSeek-V4-Flash,479,479,0.8079331941544885,97,382,0.979381443298969,0.7643979057591623,0.9634029227557411,0.7588155433838116,0.9634029227557411,0.4360053439197538,0.7806889352818372,5.200417536534447,9.98329853862213,0.10309679574999481,0.6931106471816284,0.35693153000845307,0.09826711749788673,0.5448013524936602,0.30345812115173654,0.0,1,0.4606741573033708,89,0.9753086419753086,81,0.9354838709677419,248,0.5833333333333334,60
GPT-5.1,484,484,0.7747933884297521,80,404,1.0,0.7301980198019802,0.9110123966942149,0.7512520889349401,0.9110123966942149,0.5107086196058304,0.7546487603305785,5.6115702479338845,8.256198347107437,0.09156673789938252,0.5041322314049587,0.3952308472856418,0.09081684424150177,0.5139523084728564,0.42909119345693697,,0,0.38181818181818183,110,0.9714285714285714,70,0.8934010152284264,197,0.8317757009345794,107
GPT-5.4,482,482,0.8132780082987552,109,373,0.981651376146789,0.7640750670241286,0.9333630705394191,0.7500531473626918,0.9333630705394191,0.4675927877017129,0.7537344398340248,9.520746887966805,12.192946058091286,0.07935495131614242,0.5871369294605809,0.33907446068197633,0.07881002087682672,0.5821155184411969,0.3695247670040902,,0,0.3953488372093023,86,0.9801980198019802,101,0.9327354260089686,223,0.7083333333333334,72
GPT-5.4-mini,481,481,0.8232848232848233,122,359,0.9508196721311475,0.7799442896935933,0.963893970893971,0.7634239959739959,0.963893970893971,0.502321346071346,0.7474012474012474,4.918918918918919,6.301455301455301,0.12884450384450385,0.5613305613305614,0.4363395225464191,0.1243368700265252,0.43932360742705573,0.30908880098459035,,0,0.425,80,0.9622641509433962,106,0.9395348837209302,215,0.725,80
Mistral-Large-3,490,490,0.8591836734693877,108,382,0.9722222222222222,0.8272251308900523,0.9738979591836735,0.7800714292510211,0.9738979591836735,0.4684495903756107,0.7924489795918368,5.9,9.29795918367347,0.09573256108970395,0.6204081632653061,0.3559245960502693,0.09425493716337523,0.5498204667863554,0.15734307260158367,0.0,1,0.5606060606060606,66,0.9893617021276596,94,0.9531914893617022,235,0.7127659574468085,94
