model,n_total,n_with_gt,accuracy,n_phish_llm,n_benign_llm,accuracy_phish,accuracy_benign,mean_confidence,mean_trust,mean_t1,mean_t2,mean_t3,mean_indicators_found,mean_indicators_not_found,mean_hallucination_rate,frac_samples_with_any_hallucination,global_verify_rate,global_contradict_rate,global_unverifiable_rate,trust_correctness_pearson,acc_bucket_very_low,n_bucket_very_low,acc_bucket_low,n_bucket_low,acc_bucket_mid,n_bucket_mid,acc_bucket_high,n_bucket_high,acc_bucket_very_high,n_bucket_very_high
DeepSeek-V4-Flash,1230,1230,0.8284552845528456,280,950,0.9892857142857143,0.7810526315789473,0.9576983739837399,0.7741176143685029,0.9576983739837399,0.45167759566557514,0.8068292682926829,5.464227642276422,9.947967479674796,0.09521862565895262,0.6609756097560976,0.35171447411803497,0.09042202439828552,0.5578635014836796,0.25149519534944564,0.0,3,0.3987341772151899,158,0.98046875,256,0.9154471544715447,615,0.7171717171717171,198
