accuracy,f1_weighted,f1_macro,precision_phish,precision_benign,recall_phish,recall_benign,auc,model,split,TN,FP,FN,TP
0.9806201550387597,0.9806166750190745,0.9803962737723481,0.9801242236024845,0.981018981018981,0.9764851485148515,0.9839679358717435,0.9984039861902021,LogReg,KP_test,982,16,19,789
0.4590725178960473,0.5140962463610498,0.43801112767744327,0.20232447817836813,0.948868778280543,0.8830227743271222,0.3840659340659341,0.7383610523362076,LogReg,DP_full,2097,3363,113,853
0.6596190077454469,0.6294956022949024,0.6268812053548782,0.8427184466019417,0.6092874299439551,0.37221269296740994,0.9337423312883436,0.7442135207848831,LogReg,PP_full,2283,162,1464,868
0.9900332225913622,0.9900355204502024,0.9899263721552878,0.9864532019704434,0.9929577464788732,0.9913366336633663,0.9889779559118237,0.9997011349431536,GB,KP_test,987,11,7,801
0.41160908807967633,0.4805135896710946,0.3755095780902761,0.140485312899106,0.8343289526085225,0.5693581780538303,0.3836996336996337,0.549614360794485,GB,DP_full,2095,3365,416,550
0.6347079757169772,0.5923074987682152,0.5890679761886276,0.8440797186400938,0.5891946992864424,0.30874785591766724,0.9456032719836401,0.7991872656417165,GB,PP_full,2312,133,1612,720
0.9894795127353266,0.9894825279852344,0.9893679484887422,0.985239852398524,0.9929506545820745,0.9913366336633663,0.9879759519038076,0.9995882854818547,RF,KP_test,986,12,7,801
0.4656084656084656,0.5353995047563009,0.4147683778600041,0.15395401009534493,0.8541958041958042,0.5683229813664596,0.44743589743589746,0.5570321328085304,RF,DP_full,2443,3017,417,549
0.6338706301025748,0.5921138578085059,0.5888974193155069,0.8369942196531792,0.588957055214724,0.31046312178387653,0.9423312883435583,0.7966497069315683,RF,PP_full,2304,141,1608,724
